Titre,URL,Image,Date,Etat,Prix,Nb_enchere,FDP
CARTE POKÉMON EXCELANGUE 38/64 UNCO EDITION 1 JUNGLE FRANCAIS EXCELLENT FRANÇAIS,https://www.ebay.fr/itm/133861585105?hash=item1f2ac5b0d1:g:CbIAAOSwea1g4Wmt,https://i.ebayimg.com/thumbs/images/g/CbIAAOSwea1g4Wmt/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",D'occasion,"18,90 EUR",,Livraison gratuite
Carte Pokemon CHAPIGNON 004/172 Rare Epée et Bouclier 9 EB09 FR NEUF,https://www.ebay.fr/itm/265563862532?hash=item3dd4d6f604:g:jhgAAOSwK25iFm97,https://i.ebayimg.com/thumbs/images/g/jhgAAOSwK25iFm97/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"1,90 EUR",,Livraison gratuite
Carte Pokemon ECRAPINCE 032/172 REVERSE Epée et Bouclier 9 EB09 FR NEUF,https://www.ebay.fr/itm/265565299047?hash=item3dd4ece167:g:L~IAAOSw8nBiF6Dd,https://i.ebayimg.com/thumbs/images/g/L~IAAOSw8nBiF6Dd/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"1,90 EUR",,Livraison gratuite
Carte Pokemon CHAPIGNON 004/172 Rare REVERSE Epée et Bouclier 9 EB09 FR NEUF,https://www.ebay.fr/itm/265565331215?hash=item3dd4ed5f0f:g:rcoAAOSw78ZiF6dm,https://i.ebayimg.com/thumbs/images/g/rcoAAOSw78ZiF6dm/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"2,90 EUR",,Livraison gratuite
Carte Pokémon Flamoutan V 27/172 Stars Etincelantes,https://www.ebay.fr/itm/275288035624?hash=item4018721128:g:UqEAAOSwAdFiZxwo,https://i.ebayimg.com/thumbs/images/g/UqEAAOSwAdFiZxwo/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",,"3,50 EUR",,"+2,00 EUR (livraison)"
Carte Pokemon Shaymin V 13/172 Stars Étincelantes Neuf FR,https://www.ebay.fr/itm/265670539097?hash=item3ddb32b759:g:hrMAAOSwKNpibYX7,https://i.ebayimg.com/thumbs/images/g/hrMAAOSwKNpibYX7/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"4,50 EUR",,Livraison gratuite
19 Cartes Code Destinées Radieuses,https://www.ebay.fr/itm/115357587747?hash=item1adbd91923:g:~50AAOSwkJ5iZR9F,https://i.ebayimg.com/thumbs/images/g/~50AAOSwkJ5iZR9F/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"1,50 EUR",3 enchères,Livraison gratuite
Carte Pokémon Persian 42/64 édition 1 Wizards Jungle Parfait état Fr,https://www.ebay.fr/itm/154797804557?hash=item240aab0c0d:g:BTkAAOSwSiNh4-Nt,https://i.ebayimg.com/thumbs/images/g/BTkAAOSwSiNh4-Nt/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"20,00 EUR",,"+1,80 EUR (livraison)"
vente lot carte pokemon rare alternative….plus Classeur Avec 840 Carte Neuve !,https://www.ebay.fr/itm/125281150579?hash=item1d2b56a673:g:A6oAAOSwQcBiU~cE,https://i.ebayimg.com/thumbs/images/g/A6oAAOSwQcBiU~cE/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"407,00 EUR",6 enchères,"+5,00 EUR (livraison)"
Carte Pokémon Roucool 75/106 Reverse XY2 Etincelles Bloc XY,https://www.ebay.fr/itm/255506007647?hash=item3b7d58465f:g:ZJ0AAOSwh91iZpU9,https://i.ebayimg.com/thumbs/images/g/ZJ0AAOSwh91iZpU9/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"1,85 EUR",,Livraison gratuite
Carte Pokémon Hypnomade 36/111 Reverse XY3 Poings Furieux Bloc XY,https://www.ebay.fr/itm/255506029376?hash=item3b7d589b40:g:NdMAAOSwiA1iZphR,https://i.ebayimg.com/thumbs/images/g/NdMAAOSwiA1iZphR/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"2,85 EUR",,Livraison gratuite
Carte Pokémon Soporifik 35/111 Reverse XY3 Poings Furieux Bloc XY,https://www.ebay.fr/itm/255506029377?hash=item3b7d589b41:g:XVgAAOSwekhiZpjO,https://i.ebayimg.com/thumbs/images/g/XVgAAOSwekhiZpjO/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"1,85 EUR",,Livraison gratuite
Carte Pokémon Nidorina 67/160 Reverse XY5 Primo Choc Bloc XY,https://www.ebay.fr/itm/255506078346?hash=item3b7d595a8a:g:JRMAAOSwTlliZqEv,https://i.ebayimg.com/thumbs/images/g/JRMAAOSwTlliZqEv/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"1,85 EUR",,Livraison gratuite
Carte Pokémon Ossatueur d'Alola 12/111 Reverse SL4 Invasion Carmin,https://www.ebay.fr/itm/255507637672?hash=item3b7d7125a8:g:soQAAOSwAdNiZ9wk,https://i.ebayimg.com/thumbs/images/g/soQAAOSwAdNiZ9wk/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"3,85 EUR",,Livraison gratuite
Carte Pokémon Aquali 030/185 Rare EB04 Voltage Eclatant,https://www.ebay.fr/itm/255510796627?hash=item3b7da15953:g:STsAAOSwfgZiamgX,https://i.ebayimg.com/thumbs/images/g/STsAAOSwfgZiamgX/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"2,85 EUR",,Livraison gratuite
Carte Pokémon Voltali 047/185 Rare EB04 Voltage Eclatant,https://www.ebay.fr/itm/255510802459?hash=item3b7da1701b:g:VfUAAOSw1Ldiamkf,https://i.ebayimg.com/thumbs/images/g/VfUAAOSw1Ldiamkf/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"2,85 EUR",,Livraison gratuite
Carte Pokémon Artikodin 17/108 Rare XY6 Ciel Rugissant Bloc XY,https://www.ebay.fr/itm/255511026965?hash=item3b7da4dd15:g:lZwAAOSwJ7FiapBo,https://i.ebayimg.com/thumbs/images/g/lZwAAOSwJ7FiapBo/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"2,85 EUR",,Livraison gratuite
Carte Pokémon Rafflesia 3/98 Rare XY7 Origines Antiques Bloc XY,https://www.ebay.fr/itm/255511041460?hash=item3b7da515b4:g:NFUAAOSw3X1iapHw,https://i.ebayimg.com/thumbs/images/g/NFUAAOSw3X1iapHw/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"1,85 EUR",,Livraison gratuite
Carte Pokémon Léviator 20/98 Rare XY7 Origines Antiques Bloc XY,https://www.ebay.fr/itm/255511041464?hash=item3b7da515b8:g:iEwAAOSw~bpiapIy,https://i.ebayimg.com/thumbs/images/g/iEwAAOSw~bpiapIy/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"1,85 EUR",,Livraison gratuite
Carte Pokémon Raichu 49/162 Rare XY8 Impulsion Turbo Bloc XY,https://www.ebay.fr/itm/255511047990?hash=item3b7da52f36:g:ZqAAAOSwKNpiapSG,https://i.ebayimg.com/thumbs/images/g/ZqAAAOSwKNpiapSG/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"1,85 EUR",,Livraison gratuite
Carte Pokémon Ossatueur 78/162 Rare XY8 Impulsion Turbo Bloc XY,https://www.ebay.fr/itm/255511048003?hash=item3b7da52f43:g:OdQAAOSwPHRiapRr,https://i.ebayimg.com/thumbs/images/g/OdQAAOSwPHRiapRr/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"1,85 EUR",,Livraison gratuite
Carte Pokémon Têtarte 16/111 Reverse XY3 Poings Furieux Bloc XY,https://www.ebay.fr/itm/255506029357?hash=item3b7d589b2d:g:cXIAAOSwqoFiZpjj,https://i.ebayimg.com/thumbs/images/g/cXIAAOSwqoFiZpjj/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"1,85 EUR",,Livraison gratuite
Carte Pokémon Sabelette 75/162 Reverse XY8 Impulsion Turbo Bloc XY,https://www.ebay.fr/itm/255506169778?hash=item3b7d5abfb2:g:qxkAAOSwWrJiZq1r,https://i.ebayimg.com/thumbs/images/g/qxkAAOSwWrJiZq1r/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"1,85 EUR",,Livraison gratuite
Carte Pokémon Ectoplasma 60/162 Rare XY8 Impulsion Turbo Bloc XY,https://www.ebay.fr/itm/255511047997?hash=item3b7da52f3d:g:i~oAAOSwBsViapQc,https://i.ebayimg.com/thumbs/images/g/i~oAAOSwBsViapQc/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"1,85 EUR",,Livraison gratuite
Toxtricity Colpo Fusione 108/264 Rara Holo Foil Carte Pokemon Italiano NEAR MINT,https://www.ebay.fr/itm/384701806997?hash=item599203b995:g:GWQAAOSwiE1h8naM,https://i.ebayimg.com/thumbs/images/g/GWQAAOSwiE1h8naM/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"1,90 EUR",,"+4,00 EUR (livraison)"
🎉 Carte Pokémon Dracaufeu V Alternative Fr 154/172 Stars Étincelantes Neuve 🎉,https://www.ebay.fr/itm/374033993538?hash=item571629cf42:g:PpIAAOSw1D1iYX5u,https://i.ebayimg.com/thumbs/images/g/PpIAAOSw1D1iYX5u/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",D'occasion,"249,90 EUR",,"+4,90 EUR (livraison)"
Carte pokemon Sara reverse 123/163 EB5 style de combat neuve VF,https://www.ebay.fr/itm/384721269936?hash=item59932cb4b0:g:HMgAAOSwTTNiAWDI,https://i.ebayimg.com/thumbs/images/g/HMgAAOSwTTNiAWDI/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"1,70 EUR",,Livraison gratuite
46 Cartes Code Évolution Céleste,https://www.ebay.fr/itm/115357581131?hash=item1adbd8ff4b:g:ZNkAAOSw~H1iZRvC,https://i.ebayimg.com/thumbs/images/g/ZNkAAOSw~H1iZRvC/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"0,50 EUR",1 enchère,Livraison gratuite
Carte pokemon hydragon v 114/172 EB09 Stars Étincelantes VF Francais,https://www.ebay.fr/itm/265575754615?hash=item3dd58c6b77:g:W0kAAOSwYnhiGnSi,https://i.ebayimg.com/thumbs/images/g/W0kAAOSwYnhiGnSi/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"5,00 EUR",,Livraison gratuite
Carte Pokemon Dracaufeu Vmax FA 020/189 Ténèbres Embrassées Fr  Neuf ,https://www.ebay.fr/itm/284783303484?hash=item424e685b3c:g:eMkAAOSwYbJhyaDa,https://i.ebayimg.com/thumbs/images/g/eMkAAOSwYbJhyaDa/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"40,00 EUR",30 enchères,"+5,90 EUR (livraison)"
Carte Pokémon Dracaufeu 4/102 - Célébration 25 Ans FR Holo Sortie de Booster 2,https://www.ebay.fr/itm/284783302875?hash=item424e6858db:g:QYMAAOSwkrVh9EnL,https://i.ebayimg.com/thumbs/images/g/QYMAAOSwkrVh9EnL/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"152,00 EUR",17 enchères,Livraison gratuite
40 Cartes Code Stars Étincelantes,https://www.ebay.fr/itm/115357577973?hash=item1adbd8f2f5:g:MXMAAOSwedJiZRlA,https://i.ebayimg.com/thumbs/images/g/MXMAAOSwedJiZRlA/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",,"4,50 EUR",4 enchères,Livraison gratuite
Carte Pokemon KANGOUREX 5/64 RARE HOLO Jungle Wizard Fr PSA,https://www.ebay.fr/itm/313969811082?hash=item491a0f1e8a:g:mkEAAOSwJ1Nh5CGx,https://i.ebayimg.com/thumbs/images/g/mkEAAOSwJ1Nh5CGx/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",D'occasion,"20,00 EUR",1 enchère,"+1,86 EUR (livraison)"
Carte Pokemon ECTOPLASMA ET MIMIQUI 165/181 GX FA Full Art ESCOUADE SL9 FR NEUF,https://www.ebay.fr/itm/255234418821?hash=item3b6d282885:g:zEgAAOSwS0phlnNr,https://i.ebayimg.com/thumbs/images/g/zEgAAOSwS0phlnNr/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"93,90 EUR",,Livraison gratuite
carte pokemon Shaymin V FULL ART 152/172 EB09 Proche du Neuf fr ✨,https://www.ebay.fr/itm/234512392313?hash=item369a072079:g:FKwAAOSwvqRiWs9F,https://i.ebayimg.com/thumbs/images/g/FKwAAOSwvqRiWs9F/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"11,35 EUR",,Livraison gratuite
Carte Pokémon - Florizarre 15/102 - Célébrations 25 ans FR neuve ,https://www.ebay.fr/itm/294945545568?hash=item44ac1fdd60:g:v0oAAOSwfKpiZRi5,https://i.ebayimg.com/thumbs/images/g/v0oAAOSwfKpiZRi5/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"9,50 EUR",4 enchères,"+1,95 EUR (livraison)"
Carte Pokemon Fantominus 33/62 Edition 1 Fossile Wizards FR ,https://www.ebay.fr/itm/394044068532?hash=item5bbedb52b4:g:rVwAAOSwamBiQC44,https://i.ebayimg.com/thumbs/images/g/rVwAAOSwamBiQC44/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",D'occasion,"4,00 EUR",2 enchères,"+1,50 EUR (livraison)"
Carte Pokémon Luxray GL NIV.X - 109/111 - Célébrations,https://www.ebay.fr/itm/134096370398?hash=item1f38c43ade:g:b9kAAOSw5YRiZVSu,https://i.ebayimg.com/thumbs/images/g/b9kAAOSw5YRiZVSu/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"8,00 EUR",,"+1,50 EUR (livraison)"
carte pokemon morpeko V-union JUMBO  fr neuf ,https://www.ebay.fr/itm/294945535023?hash=item44ac1fb42f:g:VFIAAOSwlz1iZRWA,https://i.ebayimg.com/thumbs/images/g/VFIAAOSwlz1iZRWA/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"3,00 EUR",1 enchère,"+1,50 EUR (livraison)"
carte pokemon morpeko V-union  fr neuf ,https://www.ebay.fr/itm/294945533272?hash=item44ac1fad58:g:TcoAAOSwfcRiZRUi,https://i.ebayimg.com/thumbs/images/g/TcoAAOSwfcRiZRUi/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"6,55 EUR",5 enchères,"+1,50 EUR (livraison)"
Pokemon Celebration Carte 25 Ans Master Set 17 Cartes Holographique FR !!,https://www.ebay.fr/itm/313959776750?hash=item49197601ee:g:WlcAAOSwxERhexSL,https://i.ebayimg.com/thumbs/images/g/WlcAAOSwxERhexSL/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"7,50 EUR",,"+2,82 EUR (livraison)"
Carte Pokémon Copieuse 200/203 EB07 Evolution Céleste FR full art dresseur rare,https://www.ebay.fr/itm/384803063136?hash=item59980cc560:g:gHIAAOSwWcZiQZ7p,https://i.ebayimg.com/thumbs/images/g/gHIAAOSwWcZiQZ7p/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"9,90 EUR",,"+2,00 EUR (livraison)"
carte pokemon mewtwo reverse logo star étincelantes  fr neuf scellé,https://www.ebay.fr/itm/294945532330?hash=item44ac1fa9aa:g:kscAAOSwuhBiZRSL,https://i.ebayimg.com/thumbs/images/g/kscAAOSwuhBiZRSL/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"6,55 EUR",3 enchères,"+1,50 EUR (livraison)"
Carte Pokemon MEW 025/025 GOLD Ultra Rare Célébrations 25ans FR NEUF,https://www.ebay.fr/itm/144520069438?hash=item21a611413e:g:XX4AAOSwmwdiZEqW,https://i.ebayimg.com/thumbs/images/g/XX4AAOSwmwdiZEqW/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"90,00 EUR",,"+2,50 EUR (livraison)"
"Carte Pokémon Charizard Vmax 002/021 MTG 10 Perfect(No PSA, PCA)Japanese",https://www.ebay.fr/itm/234523467774?hash=item369ab01ffe:g:rLoAAOSwQOBiV-Rc,https://i.ebayimg.com/thumbs/images/g/rLoAAOSwQOBiV-Rc/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"92,00 EUR",11 enchères,"+5,00 EUR (livraison)"
Sonya - EB02:Clash des Rebelles - 192/192 - Carte Pokemon Neuve Française,https://www.ebay.fr/itm/194958075140?hash=item2d64682504:g:SxQAAOSwU3NiTDnS,https://i.ebayimg.com/thumbs/images/g/SxQAAOSwU3NiTDnS/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"20,00 EUR",,Livraison gratuite
Carte Pokémon Krabboss V / Rare Holo / 028/172 / EB09 Stars Etincelantes FR,https://www.ebay.fr/itm/255433509237?hash=item3b79060975:g:J7AAAOSwgO1iLbpU,https://i.ebayimg.com/thumbs/images/g/J7AAAOSwgO1iLbpU/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",D'occasion,"4,00 EUR",,Livraison gratuite
carte pokemon luxray niv x célébrations 25 ans fr neuf,https://www.ebay.fr/itm/294945523404?hash=item44ac1f86cc:g:vzMAAOSwF85iZRL5,https://i.ebayimg.com/thumbs/images/g/vzMAAOSwF85iZRL5/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"7,00 EUR",1 enchère,"+1,50 EUR (livraison)"
CARTE POKEMON . HS DECHAINEMENT JIRACHI HOLO RARE 1/95,https://www.ebay.fr/itm/275286032111?hash=item4018537eef:g:P5oAAOSw6w9iZWu7,https://i.ebayimg.com/thumbs/images/g/P5oAAOSw6w9iZWu7/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",D'occasion,"2,90 EUR",,"+1,80 EUR (livraison)"
CARTE POKEMON BOOSTER SHINY STAR V JAPONAIS NEUF SCELLE X1,https://www.ebay.fr/itm/265212928722?hash=item3dbfec22d2:g:neUAAOSwN11g26A-,https://i.ebayimg.com/thumbs/images/g/neUAAOSwN11g26A-/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"22,90 EUR",,"+2,00 EUR (livraison)"
Carte Pokémon PAPILUSION 33/64 ÉDITION 1 SET FOSSILE FR,https://www.ebay.fr/itm/144520797865?hash=item21a61c5ea9:g:Xo8AAOSw3h1iZRG~,https://i.ebayimg.com/thumbs/images/g/Xo8AAOSw3h1iZRG~/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",D'occasion,"1,00 EUR",1 enchère,"+3,00 EUR (livraison)"
carte pokemon tortank célébrations 25 ans fr neuf,https://www.ebay.fr/itm/294945514692?hash=item44ac1f64c4:g:joMAAOSw585iZREs,https://i.ebayimg.com/thumbs/images/g/joMAAOSw585iZREs/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"10,50 EUR",3 enchères,"+1,50 EUR (livraison)"
carte pokemon aquali full art ultra rare évolution céleste fr neuf,https://www.ebay.fr/itm/294945506192?hash=item44ac1f4390:g:AV8AAOSwAOFiZQ~t,https://i.ebayimg.com/thumbs/images/g/AV8AAOSwAOFiZQ~t/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"20,50 EUR",5 enchères,"+1,50 EUR (livraison)"
lot cartes pokemon Vmax et Vstar etat neuf,https://www.ebay.fr/itm/354025609127?hash=item526d9217a7:g:HHgAAOSw8dJiZQ~y,https://i.ebayimg.com/thumbs/images/g/HHgAAOSw8dJiZQ~y/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"21,00 EUR",1 enchère,"+3,00 EUR (livraison)"
Cartes Pokemon : Epee & Bouclier Règne de Glace EB06 - Neuves - Sleeve - FR,https://www.ebay.fr/itm/165263811935?hash=item267a7da55f:g:ZmwAAOSwwIxh0gZ8,https://i.ebayimg.com/thumbs/images/g/ZmwAAOSwwIxh0gZ8/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"1,00 EUR",,Livraison gratuite
CARTE POKEMON / REVERSE / EMPLIFLOR / 3/163 / VF 2021,https://www.ebay.fr/itm/304075108658?hash=item46cc49f132:g:yKwAAOSwChxg-DAi,https://i.ebayimg.com/thumbs/images/g/yKwAAOSwChxg-DAi/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",D'occasion,"1,90 EUR",,"+1,50 EUR (livraison)"
carte pokemon shifours vmax chr star étincelante fr neuf,https://www.ebay.fr/itm/294945503632?hash=item44ac1f3990:g:GSkAAOSwBUViZQ9R,https://i.ebayimg.com/thumbs/images/g/GSkAAOSwBUViZQ9R/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"14,00 EUR",9 enchères,"+1,50 EUR (livraison)"
CARTE POKEMON Palkia niveau X DP18 Promo  Platine 2008 - VF Excellent état ,https://www.ebay.fr/itm/194929795932?hash=item2d62b8a35c:g:ljMAAOSwDQJiOGeo,https://i.ebayimg.com/thumbs/images/g/ljMAAOSwDQJiOGeo/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",D'occasion,"18,00 EUR",,"+1,60 EUR (livraison)"
Carte Pokemon AMPHINOBI STAR PROMO SWSH144 25 Ans NEUF FR - PCA 9,https://www.ebay.fr/itm/255463769616?hash=item3b7ad3c610:g:PPkAAOSwcmRh~9E1,https://i.ebayimg.com/thumbs/images/g/PPkAAOSwcmRh~9E1/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"36,99 EUR",,"+3,00 EUR (livraison)"
Carte Pokémon Pikachu 60/64 - Edition 1 Jungle Tres Bon Etat,https://www.ebay.fr/itm/334410141780?hash=item4ddc65d054:g:mzoAAOSwzlhiXssC,https://i.ebayimg.com/thumbs/images/g/mzoAAOSwzlhiXssC/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",D'occasion,"17,50 EUR",,"+3,25 EUR (livraison)"
Lot 3 Cartes Pokémon Evolution Celeste Suicune V Lougaroc V Desseliande V,https://www.ebay.fr/itm/275288499425?hash=item40187924e1:g:ilUAAOSwQGNiZ7Fr,https://i.ebayimg.com/thumbs/images/g/ilUAAOSwQGNiZ7Fr/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"4,40 EUR",7 enchères,"+1,66 EUR (livraison)"
carte pokemon sulfura avant première kit ap star étincelante fr neuf,https://www.ebay.fr/itm/294945499422?hash=item44ac1f291e:g:c4kAAOSwSUJiZQ47,https://i.ebayimg.com/thumbs/images/g/c4kAAOSwSUJiZQ47/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"8,00 EUR",1 enchère,"+1,50 EUR (livraison)"
Carte Pokemon Iris Full Art 101/101 PCA 5,https://www.ebay.fr/itm/165275929709?hash=item267b368c6d:g:dFsAAOSwJ5xh3EeG,https://i.ebayimg.com/thumbs/images/g/dFsAAOSwJ5xh3EeG/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"35,00 EUR",,Livraison gratuite
Carte Pokémon Pikachu 60/64 Édition 1 Set Jungle Wizards  - FR ,https://www.ebay.fr/itm/203816683562?hash=item2f746bc82a:g:2WQAAOSwtixh-FgW,https://i.ebayimg.com/thumbs/images/g/2WQAAOSwtixh-FgW/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",D'occasion,"15,99 EUR",,Livraison gratuite
Carte Pokemon Francaise NEUVE Holographique Ama-Ama SM209 Soleil et lune PROMO,https://www.ebay.fr/itm/313587277889?hash=item4903422041:g:Sr0AAOSwew1g3YC5,https://i.ebayimg.com/thumbs/images/g/Sr0AAOSwew1g3YC5/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",D'occasion,"2,90 EUR",,Livraison gratuite
lot cartes pokemon V holo neuf sorti de booster sous sleeve,https://www.ebay.fr/itm/354025601284?hash=item526d91f904:g:iBoAAOSwRHhiZQ0j,https://i.ebayimg.com/thumbs/images/g/iBoAAOSwRHhiZQ0j/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"23,01 EUR",7 enchères,"+2,50 EUR (livraison)"
Lot de 50 à 100 cartes Pokémon GX-VMAX-V-EX-  sans doubles version Française,https://www.ebay.fr/itm/224770961940?hash=item345564b214:g:9rYAAOSw2sFh0YpZ,https://i.ebayimg.com/thumbs/images/g/9rYAAOSw2sFh0YpZ/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"13,90 EUR",,Livraison gratuite
carte pokemon ambition de cynthia star étincelante fr neuf,https://www.ebay.fr/itm/294945496930?hash=item44ac1f1f62:g:cvgAAOSwbNhiZQ2Z,https://i.ebayimg.com/thumbs/images/g/cvgAAOSwbNhiZQ2Z/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"10,55 EUR",6 enchères,"+1,50 EUR (livraison)"
CARTE POKEMON  STYLES DE COMBAT KAORINE REVERSE  RARE  58/163,https://www.ebay.fr/itm/275156515780?hash=item40109b3bc4:g:NFMAAOSwKgNiAA~U,https://i.ebayimg.com/thumbs/images/g/NFMAAOSwKgNiAA~U/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"1,90 EUR",,"+1,80 EUR (livraison)"
carte pokemon arceus V star secrète raimbow star étincelante fr neuf,https://www.ebay.fr/itm/294945492945?hash=item44ac1f0fd1:g:nHwAAOSwb~JiZQzB,https://i.ebayimg.com/thumbs/images/g/nHwAAOSwb~JiZQzB/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"38,50 EUR",17 enchères,"+1,50 EUR (livraison)"
Carte Pokemon Ultra Rare darkrai X Niv X,https://www.ebay.fr/itm/185398327771?hash=item2b2a99f9db:g:GoUAAOSwkipiZQxd,https://i.ebayimg.com/thumbs/images/g/GoUAAOSwkipiZQxd/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",D'occasion,"6,50 EUR",6 enchères,"+2,00 EUR (livraison)"
Carte Dracaufeu EX + Carte Secrète ,https://www.ebay.fr/itm/394044027429?hash=item5bbedab225:g:tc8AAOSwTVxiV9zW,https://i.ebayimg.com/thumbs/images/g/tc8AAOSwTVxiV9zW/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"12,10 EUR",4 enchères,"+1,66 EUR (livraison)"
Carte Pokemon Pyroli VMAX 018/203 EB07 Évolution Céleste Neuf FR,https://www.ebay.fr/itm/354026339592?hash=item526d9d3d08:g:URgAAOSwf65iLgSH,https://i.ebayimg.com/thumbs/images/g/URgAAOSwf65iLgSH/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",Neuf,"8,19 EUR",1 enchère,"+2,99 EUR (livraison)"
Carte Pokemon Ultra Rare kaorine ex du bloc ex,https://www.ebay.fr/itm/185398326742?hash=item2b2a99f5d6:g:~f8AAOSwbmxiZQu7,https://i.ebayimg.com/thumbs/images/g/~f8AAOSwbmxiZQu7/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",D'occasion,"20,50 EUR",13 enchères,"+2,00 EUR (livraison)"
Carte Pokemon Kiawe 144/147 Trainer en Anglais card 2017,https://www.ebay.fr/itm/203923211999?hash=item2f7ac546df:g:6fAAAOSwIfFhq2zd,https://i.ebayimg.com/thumbs/images/g/6fAAAOSwIfFhq2zd/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",D'occasion,"2,00 EUR",2 enchères,"+1,90 EUR (livraison)"
🔹️ Carte Pokémon Arceus V SWSH204 Coffret Promo - Neuve MINT🔹️,https://www.ebay.fr/itm/275288495075?hash=item40187913e3:g:b~YAAOSwINZiZ68w,https://i.ebayimg.com/thumbs/images/g/b~YAAOSwINZiZ68w/s-l225.webp,"Vendu 1 mai 2022
Objet vendu",,"4,00 EUR",2 enchères,"+1,66 EUR (livraison)"
